rank	cluster_id	n_assigned	usage_pct	cum_pct	monosemanticity	dist_min	dist_p50	domain	top_tokens
282	252	440	0.09	38.178	0.243	735.7421	1378.9746	math:66%	 can  will  should  may  must  would
283	791	440	0.09	38.267	0.914	768.8984	1343.7002	web:47%	, ), ., ",
284	1483	440	0.09	38.357	0.072	933.6744	1763.7056	wiki:38%	 three  two  six 100 11  million
285	549	437	0.089	38.446	0.025	832.7974	1606.9897	wiki:50%	Ath  Nag ag by  Sel  Jab
286	534	436	0.089	38.535	0.276	724.0811	1301.8193	pile:79%	\n\n .\n ?\n\n .\n\n ?\n \n
287	1813	436	0.089	38.623	0.09	865.6133	1660.173	wiki:44%	 Ch  Sch  Z  Sh  Th  Rh
288	386	435	0.088	38.712	0.288	775.3271	1633.5249	wiki:32%	 may  to  can  will  also  not
289	493	435	0.088	38.8	0.021	931.5073	1353.3248	math:55%	 questions  problem  information  program  method  issues
290	613	435	0.088	38.889	0.039	612.9736	1201.6182	code:97%	_path _name path _id ir .name
291	1380	435	0.088	38.977	0.293	716.5	1122.4816	code:100%	                                                             
292	100	434	0.088	39.065	1.0	827.8867	1263.045	math:46%	.
293	1737	434	0.088	39.154	0.021	776.8325	1281.3783	code:40%	3 www hdl schemas .amazon index
294	12	432	0.088	39.242	0.749	999.6249	1580.0118	pile:95%	. ). %.
295	1267	432	0.088	39.329	0.107	1038.8292	1608.1852	web:60%	 provide  provides  for  providing  offer  offers
296	1781	432	0.088	39.417	0.111	911.1953	1357.1862	code:41%	.org .com boost .net 7 .io
297	1862	432	0.088	39.505	0.046	859.0537	2173.0166	code:78%	cl ass  z at all  vs
298	1499	431	0.088	39.593	0.052	920.9561	1413.4771	math:50%	 see  find  solve  read  found  create
299	834	430	0.087	39.68	0.242	560.2334	963.0665	code:97%	 def def \tdef
300	1197	429	0.087	39.768	0.04	946.1938	1446.0133	wiki:35%	 York  Carnegie  State  National  Atlantic  Austin
301	1225	428	0.087	39.855	0.238	1074.88	1827.6115	web:36%	 - : •  : ;  –
302	1725	428	0.087	39.942	0.511	833.3144	1314.257	code:96%	 in  return  yield \treturn  not  ==
303	1355	427	0.087	40.029	0.027	920.5913	1637.5299	wiki:80%	 Gen  Aster ag ell rec iss
304	1491	427	0.087	40.115	1.0	1193.0009	2263.123	pile:27%	-
305	215	426	0.087	40.202	1.0	1030.756	2106.4331	math:36%	)
306	1537	425	0.086	40.289	0.031	920.561	1365.485	web:69%	 them  it  available  up  do  us
307	892	424	0.086	40.375	0.015	1016.7925	1511.4581	math:35%	 text  data  model  answer  menu  book
308	1812	424	0.086	40.461	0.139	804.918	1843.7216	math:63%	 - }{  [ ](  | =[
309	627	423	0.086	40.547	0.347	1016.2247	1784.8807	web:38%	 to  will  can  would  may  not
310	886	423	0.086	40.633	1.0	888.9278	1429.0009	web:63%	.
311	32	422	0.086	40.719	0.041	1045.4365	1680.3297	web:56%	 Mac  Google  Microsoft  Apple  iPhone  iPad
312	921	420	0.085	40.804	0.023	996.6426	1672.9269	web:55%	 Account  Computer  Health Computer  Data  Web
313	1022	420	0.085	40.89	0.015	800.8188	1614.0137	wiki:32%	 contrast  assist  usher -start  encompass  station
314	858	418	0.085	40.975	0.707	822.7861	1268.7783	wiki:88%	 the  The The
315	1936	418	0.085	41.06	0.499	622.0049	1187.5985	code:97%	 if  not  elif \tif if  assert
316	533	417	0.085	41.145	0.098	851.104	1550.5216	math:55%	1 3 2 0 4 5
317	531	416	0.085	41.229	0.588	932.5279	1493.375	math:83%	 is  are  be  not  also  being
318	1434	415	0.084	41.314	0.312	909.3857	1595.5704	code:80%	 '  " (' [' =' ("
319	1809	415	0.084	41.398	0.058	921.3218	1427.584	math:80%	 area  mass  angle  slope  velocity  variance
320	1884	414	0.084	41.482	0.882	540.2383	1026.545	code:99%	from  from \tfrom
321	303	413	0.084	41.566	0.794	1033.5625	1594.6045	web:40%	 in  In In in
322	306	413	0.084	41.65	0.087	676.5289	1340.0221	math:75%	 factor  sum  value  number  root  ratio
323	330	413	0.084	41.734	0.257	814.4874	1554.3429	code:92%	 with  see  License      .txt  license
324	1280	413	0.084	41.818	0.018	938.9219	1472.8793	web:48%	 things  reasons  experience  gap  thing  rules
325	1932	413	0.084	41.902	0.041	934.2237	1711.0195	code:82%	amber name 'd 0 1 'll
326	78	412	0.084	41.986	0.135	614.7236	906.8124	code:99%	 json  np  datetime  subprocess  unittest  argparse
327	1276	411	0.084	42.07	0.493	832.8902	1436.0018	code:94%	 =  with  in  return with ':
328	1581	411	0.084	42.153	0.03	787.6421	1443.6803	math:74%	 Angle Example  Notes  Introduction Question 2
329	1783	411	0.084	42.237	0.014	943.0723	1944.5986	code:57%	Profiler cs  Test  check Student  Element
330	391	410	0.083	42.32	0.495	496.9707	864.9463	code:99%	 GNU #  the  Affero GNU  
331	1167	410	0.083	42.404	0.123	966.7105	1708.123	math:37%	 of  like  to  as see  than
332	1933	410	0.083	42.487	0.498	1192.6515	2120.0244	wiki:39%	 "  “  '  ("  ‘  (“
333	234	409	0.083	42.57	0.313	953.2222	1605.7969	web:43%	 of  by  to  with  from  for
334	378	408	0.083	42.653	0.065	947.7612	1913.7374	web:52%	 back  way  right  out  look  it
335	1826	408	0.083	42.736	0.483	726.1152	1368.9961	math:74%	\n\n .\n\n \n !\n\n )\n\n ?\n\n
336	732	407	0.083	42.819	0.014	1194.848	2149.0264	code:31%	OL IL IB  COR IN _PRE
337	1051	407	0.083	42.902	0.174	1001.2373	1434.5518	pile:41%	 that  if  because  sure  think  where
338	1343	406	0.083	42.985	0.022	733.5527	1303.2501	web:73%	 solutions  ideas  products  features  services  designs
339	161	405	0.082	43.067	0.064	862.5996	1455.8107	pile:100%	 method  apparatus  chamber  components  device  system
340	414	405	0.082	43.149	0.932	1098.5253	1841.2531	web:37%	 on On  off  On
341	475	405	0.082	43.232	0.136	1144.1085	1642.4882	wiki:63%	,  and  prime  first  American  chief
342	480	404	0.082	43.314	0.284	731.9746	1136.8057	code:100%	                                             
343	1092	404	0.082	43.396	0.032	1089.6406	1661.6523	web:59%	 financial  health  product  business  construction  design
344	1257	404	0.082	43.478	0.234	857.833	1434.188	web:64%	 of  with  about  to  from  for
345	1266	404	0.082	43.56	0.086	707.0245	1428.4308	wiki:27%	 number  part  types  type  parts  multiple
346	1376	404	0.082	43.643	0.034	1135.4688	1779.3641	pile:38%	 conson oust pher Histor onom  congen
347	1986	404	0.082	43.725	0.036	936.1752	1391.0757	math:75%	 values  value  vector  data  matrix  classes
348	623	403	0.082	43.807	0.693	529.4023	934.2744	code:100%	                   
349	675	402	0.082	43.889	0.244	1050.3242	1593.7549	code:99%	 test  get get _review _split _concat
350	827	402	0.082	43.97	1.0	410.9727	770.5663	code:100%	from
351	1117	402	0.082	44.052	0.719	846.9122	1542.0011	web:38%	 to  can  I To  could  you
352	1407	402	0.082	44.134	0.726	809.7167	1350.5625	code:100%	 self \tself  m (self self
353	1585	402	0.082	44.216	0.005	849.0015	1795.0601	wiki:59%	 Lord artist  exist angle  science ed
354	1764	402	0.082	44.297	0.014	840.9272	1275.9591	wiki:61%	 publications  programs  texts  books  languages  films
355	106	401	0.082	44.379	0.065	1056.5448	1900.778	web:32%	 who  player  she  that  person  defendant
356	123	401	0.082	44.461	0.031	1032.4178	1602.4445	code:34%	 text  command  chat  source  edit  line
357	1526	401	0.082	44.542	0.038	971.4346	1445.7191	web:42%	 Development  Health  Research  Film  Medical  Security
358	1496	400	0.081	44.624	0.048	910.0688	1425.2108	pile:49%	 create  set  add  check  remove  show
359	1182	399	0.081	44.705	0.063	861.749	1427.0997	web:50%	 know  thought  ensure  knew  say  said
360	2	398	0.081	44.786	0.421	433.5977	829.5624	code:100%	(self self =None =False (cls =True
361	29	398	0.081	44.867	0.829	771.5185	1257.3047	pile:45%	 to  can  I  me  actually  easily
362	869	398	0.081	44.948	0.955	636.3193	1113.2676	code:100%	 import    
363	944	398	0.081	45.029	0.024	904.0156	1541.0336	code:67%	_FORMAT MQ  SUPPORT PL BOOST  MEDIA
364	1290	398	0.081	45.109	0.013	687.8682	1270.3964	wiki:49%	genre  feeling  concept  name  properties ization
365	1911	397	0.081	45.19	0.096	959.3906	1674.8009	wiki:96%	 Greek ,  ,  word  Latin ")
366	841	396	0.081	45.271	0.543	669.1055	1225.1738	wiki:90%	.\n\n \n  \n\n \n\n ).\n\n  \n
367	1386	396	0.081	45.351	0.222	1190.1655	2045.8094	web:53%	 is  are  be  not  become  was
368	639	395	0.08	45.432	0.061	909.6465	1464.2933	code:43%	 new  given  separate  empty  special  current
369	1065	395	0.08	45.512	0.031	845.957	1272.8643	math:94%	 numbers  equation  sequence  coordinates  time  value
370	1706	395	0.08	45.592	0.469	768.5107	1480.2665	math:34%	 it  It It it —it ly
371	1778	395	0.08	45.673	0.029	1012.7714	1614.0508	code:89%	IME _NAME _API _ERR  NEO _OK
372	1728	393	0.08	45.753	0.247	1068.6025	1696.0195	web:60%	 will  would  not  to  may  could
373	263	391	0.08	45.832	0.365	783.9766	1314.9686	code:99%	 = ": ': ',  :  ==
374	674	391	0.08	45.912	0.471	978.3848	1643.3846	web:51%	 has  have  had ’ve  having 've
375	856	391	0.08	45.991	0.044	907.2681	1553.6139	math:69%	 specific  basic  different  simple  given  standard
376	1216	391	0.08	46.071	0.198	890.4788	1928.0117	code:32%	  .  ( = bib  $
377	1808	391	0.08	46.15	0.248	1344.5635	2054.5977	math:53%	\n }\n :\n\n :\n }\n\n >\n
378	1856	391	0.08	46.23	0.036	980.3164	1608.295	code:58%	 Test Join _Event Method Service ared
379	1235	390	0.079	46.309	0.033	770.4233	1204.9093	math:57%	 it  way  time  problem  matter  use
380	1886	390	0.079	46.389	0.019	1063.3524	1821.0488	web:46%	 hip  follow  award  fly  head  hand
381	538	387	0.079	46.467	1.0	873.1625	1491.7362	pile:36%	 
382	562	387	0.079	46.546	0.467	890.982	1486.0565	wiki:59%	 of  from  with  to  around  across
383	31	386	0.079	46.625	0.25	1014.7881	1460.9061	math:94%	:\n\n \n\n $\n\n \n .\n\n :\n
384	1939	386	0.079	46.703	0.149	685.6455	1262.5581	wiki:56%	 Battle  Republic  Force  Academy  Council  Church
385	995	385	0.078	46.781	0.06	983.1738	1675.3627	pile:80%	 the , \n llll  of .
386	1768	385	0.078	46.86	0.022	1072.082	1660.8451	pile:55%	 select  XML  JButton  array  input  menu
387	1844	385	0.078	46.938	0.737	995.2119	1561.8721	web:97%	.\n ?\n !\n ”.\n %.\n ).\n
388	1066	383	0.078	47.016	0.026	703.084	1297.0049	math:90%	 it  true  exist  below  closed able
389	1176	383	0.078	47.094	0.955	746.4795	1326.9004	code:95%	,                   
390	1899	383	0.078	47.172	0.167	483.2959	1095.6193	wiki:72%	8 0 2 6 3 9
391	839	381	0.078	47.249	0.019	875.3838	1520.8584	web:53%	 services  work  design  technology  care  research
392	202	380	0.077	47.327	0.031	855.8203	1427.076	pile:98%	 groups  position  outcomes  treatment  group  patients
393	1000	378	0.077	47.403	0.072	657.458	1129.3848	code:100%	.utils .models utils .exceptions _utils .common
394	1750	378	0.077	47.48	0.096	1167.149	2369.6172	wiki:35%	 the  of  However 20 19  to
395	1905	378	0.077	47.557	0.317	817.9814	1351.8888	web:49%	 if  If  when If When  When
396	939	377	0.077	47.634	0.052	1107.118	1617.3573	web:34%	 programming  computer  operating  flight  user  software
397	966	377	0.077	47.711	0.274	927.8486	1437.3633	wiki:45%	 the  The The the
398	1334	376	0.076	47.787	0.063	1108.1188	1625.0835	web:42%	,  and  are  commented  the  directory
399	1365	376	0.076	47.864	0.032	922.3267	1372.6484	math:89%	 number  distribution  numbers  equations  integral  equation
400	449	374	0.076	47.94	0.341	753.8887	1346.3597	math:86%	 of  with  for  to  between  on
401	935	374	0.076	48.016	0.484	863.2167	1416.686	wiki:76%	 is  was  are  also  were  being
402	1271	374	0.076	48.092	0.105	898.5976	1546.0072	math:59%	:  of  Chapter ,  Suite d
403	1680	373	0.076	48.168	0.079	1156.9579	1678.4091	web:53%	 look  looking  grew  brought  moved  move
404	1041	371	0.075	48.243	0.418	687.2636	1210.3771	math:84%	 the The  The the —the
405	1256	371	0.075	48.319	0.09	968.7437	1720.4473	math:40%	1 2 0 3 000 6
406	900	369	0.075	48.394	0.103	860.7911	1660.749	wiki:68%	 which  It  it  that  work  economy
407	191	368	0.075	48.468	0.689	859.5683	1364.3143	web:99%	.\n !\n ?\n ).\n ."\n !!\n
408	235	368	0.075	48.543	0.083	961.5572	1852.2601	math:82%	2 1 array align * document
409	1776	368	0.075	48.618	0.471	684.1777	1331.246	code:98%	init future author str version name
410	1964	368	0.075	48.693	0.066	1055.5172	1636.7899	pile:49%	-core ex mf management 4 orest
411	680	367	0.075	48.768	0.023	951.1459	1520.2303	web:42%	,  values  questions  Note  resource  information
412	1391	367	0.075	48.842	0.073	948.02	1471.0636	math:79%	 example  means  know  if  mean  states
413	1910	367	0.075	48.917	0.047	979.7837	1712.8905	math:39%	3 1 oc (a (b 2
414	23	366	0.074	48.991	0.101	742.3999	1314.5402	math:28%	130 202 200 201 199 194
415	802	366	0.074	49.066	0.267	768.9708	1365.4771	code:72%	 of  from  to  with  for  into
416	1100	366	0.074	49.14	0.047	717.559	1484.4961	code:89%	0 (request =int .Integer =float _name
417	333	365	0.074	49.215	0.293	1072.8546	1649.957	web:70%	 we  you  they  We  They We
418	1721	365	0.074	49.289	0.801	1006.354	1822.4076	web:45%	 to  me  otherwise  longer  later  theoretically
419	1541	364	0.074	49.363	0.313	1067.7695	1530.588	code:87%	,                 param                        
420	1906	363	0.074	49.437	0.02	848.0098	1449.5494	wiki:51%	 role  degree  death  position  God  award
421	851	362	0.074	49.51	0.159	909.3813	1580.6627	wiki:60%	 It  which  it ism  that  name
422	1339	362	0.074	49.584	0.215	663.621	1101.5801	code:96%	                                                             
423	138	361	0.073	49.657	0.037	817.5552	1271.9733	math:91%	¶ 3  Abstract  Edition •  more
424	1527	361	0.073	49.731	0.009	901.3359	1553.8126	code:98%	 upload box script .user  response empty
425	1977	360	0.073	49.804	0.055	1011.6347	1680.8564	wiki:26%	 fr  Pr  fl  Or r  Pl
426	1374	359	0.073	49.877	0.051	891.0595	1454.7803	code:46%	 color  android 1  type title 2
427	523	358	0.073	49.95	0.269	770.0694	1260.4122	math:88%	 that  then  if  If  where If
428	785	358	0.073	50.023	0.023	1050.7446	1683.5341	pile:63%	 mental  blood  population  hearing  event  anxiety
429	1488	358	0.073	50.096	0.15	1214.3873	1658.394	code:90%	# ,  be  and  in  or
430	1742	358	0.073	50.168	0.36	679.5634	1138.8583	math:96%	?\n\n .\n\n \n\n $\n\n )\n\n  ?\n\n
431	1855	358	0.073	50.241	0.038	930.5205	1812.4423	code:82%	_CODE _USER _LOOK _EDIT HTTP _DEL
432	1082	357	0.073	50.314	0.012	782.7158	1514.2739	wiki:44%	us ler  Atlas .  Jobs son
433	1250	357	0.073	50.386	0.682	789.3858	1555.7853	math:82%	, $, ),  , ',  ),
434	163	356	0.072	50.459	0.061	903.1708	1707.798	wiki:76%	 ancient  modern  traditional  original  early  later
435	418	356	0.072	50.531	0.342	956.4438	1802.5231	web:34%	 more  most  rather  less  much  such
436	351	355	0.072	50.604	0.09	769.877	1420.5814	web:42%	 possible  way  difficult  time  easier  enough
437	407	355	0.072	50.676	0.831	658.8334	1282.4608	web:32%	 of  among
438	1793	355	0.072	50.748	0.018	1017.0714	1595.3491	web:45%	 served  given  serve  wrote  connect  evolved
439	715	354	0.072	50.82	0.955	878.6631	1796.2035	pile:29%	. ;
440	1038	354	0.072	50.892	0.471	1051.6035	1550.8458	math:98%	 \\ \\ }\\ )\\ ,\\ !\\
441	1349	354	0.072	50.964	0.03	695.5078	1125.6217	wiki:27%	 John .  Robert  David  Thomas  Peter
442	148	353	0.072	51.036	0.032	775.9082	1198.7123	code:94%	 division _function _import  defer  fields  unittest
443	274	351	0.071	51.107	0.03	854.4888	1380.958	math:68%	 properties  model  results  formula  techniques  property
444	642	351	0.071	51.179	0.453	900.4156	1449.2743	wiki:90%	 the  The The the
445	981	351	0.071	51.25	0.436	894.5733	1560.043	pile:91%	.\n\n \n\n ?\n\n !\n\n :\n\n .\n
446	122	350	0.071	51.321	0.692	807.7012	1508.2179	web:53%	 is  are  was  be  also  actually
447	1549	350	0.071	51.392	0.025	959.1597	1595.2715	math:47%	 same  named  historical  new  minimum  of
448	1709	350	0.071	51.464	0.098	819.543	1338.4526	math:91%	 find  calculate  show Find  Find  write
449	87	349	0.071	51.535	0.249	653.2998	1169.757	pile:43%	 the The  The the
450	580	349	0.071	51.606	0.027	823.0347	1267.8429	wiki:55%	ens un ut  Ash ver  Wood
451	1796	349	0.071	51.677	0.016	928.6909	1617.3687	web:59%	 News  FOX  Research  Association  University  Cannon
452	238	348	0.071	51.747	0.432	664.4473	1401.2665	code:89%	',\n ,\n '],\n ],\n ",\n  },\n
453	1213	348	0.071	51.818	0.866	348.4756	659.8486	code:100%	\n )\n  *\n  _\n
454	158	347	0.071	51.889	0.054	773.5186	1361.0928	code:95%	.IntegerField .strip .read .stop read .now
455	213	347	0.071	51.959	0.022	659.2397	1234.5908	wiki:76%	 people  countries  states ists  organizations  Christians
456	440	346	0.07	52.03	0.034	1087.8794	1656.7484	math:42%	 file  class  code  column  page  node
457	605	345	0.07	52.1	0.046	877.584	1337.6578	web:72%	 people  clients  visitors  children  professionals  staff
458	736	345	0.07	52.17	0.374	900.1934	1523.5088	wiki:44%	 of  by  from  to  for  at
459	771	345	0.07	52.24	0.06	776.0776	1583.5726	pile:46%	False .jpg True 2 .txt  ignore
460	1059	345	0.07	52.31	0.035	1142.3076	1880.6689	wiki:32%	 Confeder  par  mol  ir ipel  Dir
461	1952	345	0.07	52.381	1.0	695.7452	1522.7655	code:89%	,
462	92	344	0.07	52.451	0.017	1065.1611	1616.1934	math:42%	 input  output  return  service  command  entry
463	132	344	0.07	52.521	0.039	1420.9102	2196.8396	math:52%	的 使用 制 以 法 号
464	547	344	0.07	52.59	0.331	884.8706	1410.797	wiki:75%	 of  in  from ,  to  near
465	825	344	0.07	52.66	0.058	768.2705	1482.7291	math:81%	 same  given  possible  original  unique  independent
466	1297	344	0.07	52.73	0.041	717.9805	1272.6055	code:89%	 file  arguments  object  name  files  directory
467	211	343	0.07	52.8	0.181	980.4766	1577.5127	math:83%	 that  which  it  equation  It  distribution
468	899	343	0.07	52.87	0.086	1156.6571	2026.8959	math:93%	2 x sin /d cos  x
469	1369	343	0.07	52.94	0.085	1034.4287	1881.6699	math:98%	 - )= }, =- |  |
470	1734	343	0.07	53.01	0.571	744.335	1364.1143	code:92%	#        *    ##
471	52	342	0.07	53.079	0.058	1160.7207	1756.5322	math:61%	� 代 写 黎 几 排
472	522	342	0.07	53.149	0.371	884.7413	1944.3527	wiki:46%	 A A \xa0A
473	925	342	0.07	53.218	0.813	860.0782	1523.75	web:58%	 to To  To —to to
474	1561	342	0.07	53.288	0.044	1379.2872	2109.1328	wiki:28%	 ext int  Int  emb  livest  multip
475	656	341	0.069	53.357	0.254	905.8262	1566.3407	wiki:66%	 he  He  who  she  also  She
476	1575	341	0.069	53.427	0.044	819.5938	1469.4525	code:92%	 config .environ  line .argv  pars  data
477	99	340	0.069	53.496	0.482	852.3369	1550.3993	math:98%	left O sec tan  f alpha
478	724	339	0.069	53.565	0.516	892.9169	1565.9911	web:45%	 and  And And  but but and
479	1253	339	0.069	53.634	0.471	826.5488	1330.3212	math:82%	 the  The The
480	1435	339	0.069	53.703	0.009	951.5918	1413.0195	code:97%	List  Base back  Track  Rule Test
481	190	338	0.069	53.771	0.041	946.5415	1457.4106	web:46%	 of ,  configuration  new  module ;
482	624	338	0.069	53.84	0.039	836.4287	1334.9922	wiki:44%	 Temple  Hong  Long  Buenos  Rock  Palm
483	637	338	0.069	53.909	0.466	649.8056	1237.6544	code:97%	', ", ': ": ,  :
484	1169	338	0.069	53.978	0.394	756.9404	1416.2421	web:51%	 is 's ’s  was  be  it
485	792	336	0.068	54.046	0.023	875.1601	1300.0062	pile:49%	 it  fine  data  here  block  cell
486	286	335	0.068	54.114	0.441	1055.3285	1667.8529	pile:58%	 =  return ",  <-  => ];
487	1654	335	0.068	54.182	0.442	993.5762	1545.2028	code:40%	 is  are  be  not  was 's
488	486	334	0.068	54.25	0.135	1119.5226	1960.4589	pile:33%	 etc  No  al .S  vs  Ms
489	1389	334	0.068	54.318	0.297	630.7549	1181.8224	web:38%	 you  You You you
490	1533	334	0.068	54.386	0.05	992.5728	1567.5986	math:38%	 Chapter  Model  number Step Part  Volume
491	1870	334	0.068	54.454	0.151	1030.8491	1869.2494	wiki:37%	 K  V  J  N  Y  Z
492	120	333	0.068	54.522	0.369	801.6387	1349.7977	math:80%	 we  you  We We we  simply
493	1135	333	0.068	54.589	0.019	929.373	1696.0372	code:74%	 setUp Test TestCase Handler utter Class
494	221	332	0.068	54.657	0.37	952.4629	1666.8595	web:29%	 most  more  very  too  pretty  extremely
495	319	332	0.068	54.725	0.082	959.8432	1859.9081	wiki:40%	 widely  best  fully  closely  well ically
496	1242	332	0.068	54.792	0.51	871.7109	1424.9335	math:57%	 to  To To
497	1143	331	0.067	54.859	0.032	1028.9302	1888.7589	wiki:31%	 Ang Ang  Buf ych  Ant  Ard
498	1249	331	0.067	54.927	0.196	982.9365	1585.458	math:58%	 can  will  to 't  please 'll
499	1502	330	0.067	54.994	0.304	991.9438	1654.4395	math:81%	 two  of  all  many  both  some
500	44	329	0.067	55.061	0.919	308.2617	746.5801	code:100%	from  from
501	265	329	0.067	55.128	0.012	893.2822	1459.5428	wiki:43%	 regenerated  days  times  Sun  later  l
502	596	328	0.067	55.194	0.307	816.1274	1431.5189	math:94%	## ###  - # •  ##
503	1104	327	0.067	55.261	0.174	740.9595	1462.3007	math:81%	2 1 4 3 5 9
504	1413	327	0.067	55.327	0.13	931.1943	1705.0497	math:99%	1 x 2 (x 3 _n
505	1650	327	0.067	55.394	0.094	934.6626	1585.7794	wiki:82%	 English  American  Greek  German ic  European
506	532	325	0.066	55.46	0.365	1058.4989	1531.9667	wiki:67%	 by  of  to  with  after  under
507	838	325	0.066	55.526	0.075	1097.3107	1598.9735	math:48%	 atomic  electric  physical  quantum  magnetic  chemical
508	891	325	0.066	55.592	0.397	1029.3701	1645.2257	pile:33%	 have 've ’ve  had 't  never
509	1164	325	0.066	55.658	0.308	1222.1815	1807.8947	wiki:42%	 of  with  cause  by  to  as
510	1181	325	0.066	55.725	0.355	986.4986	1812.0562	code:76%	 ' (' =' ['  '/ (['
511	1227	325	0.066	55.791	0.054	628.7774	1050.6005	code:100%	_name  data  name  url  filename  path
512	227	324	0.066	55.857	0.604	665.8917	1231.4315	code:96%	#      *    ##  
513	908	324	0.066	55.922	0.475	841.5781	1440.4591	math:61%	 is  it  be  not  are 's
514	1231	324	0.066	55.988	0.51	830.5391	1415.7167	code:86%	 # #  //  -  ###  """
515	1398	323	0.066	56.054	0.069	1072.0371	1997.9854	pile:24%	 Le  De  Re  Me  Pe  He
516	1489	323	0.066	56.12	0.036	834.9102	1293.2524	math:64%	 Explanation  wrote Explanation Subject  stations  Question
517	114	322	0.065	56.185	0.866	903.8066	1525.8896	wiki:69%	, ), ", ”, %,
518	822	322	0.065	56.251	0.259	974.3214	1984.7557	web:27%	 more  most  very  less  More  so
519	1042	321	0.065	56.316	0.175	1032.5812	1908.829	wiki:43%	 he  she  who  He  She  author
520	1149	321	0.065	56.381	0.064	814.2886	1449.6278	math:85%	 defined  given  written  measured  expressed  calculated
521	1837	321	0.065	56.447	0.254	821.0419	1289.9736	code:90%	 =  == ':  -  *  >
522	1618	320	0.065	56.512	0.728	897.942	1376.1099	math:65%	 the  The the The
523	1674	319	0.065	56.577	0.738	945.8936	1713.2157	wiki:59%	 an  An An —an .an an
524	236	318	0.065	56.641	0.03	974.3311	1802.5435	pile:77%	 present  different  significant  standard  traditional  primary
525	254	318	0.065	56.706	0.068	1075.3771	1785.7568	pile:52%	is  nan igon  hyp  chem  heter
526	283	318	0.065	56.771	0.852	1013.4815	1640.3281	pile:57%	. ). ]. '. ]).
527	758	318	0.065	56.835	0.297	1212.8524	1919.0625	wiki:49%	 was  is  been  be  were  are
528	1605	318	0.065	56.9	0.022	852.5845	1533.5223	math:89%	 Linear  Surface ochastic  Semantic ate  Logistic
529	1686	318	0.065	56.965	0.688	746.96	1128.963	math:92%	 the The  The
530	116	317	0.064	57.029	0.02	994.8779	1635.1334	pile:77%	 association  drought  training  recognition  formulation  assessment
531	438	317	0.064	57.094	0.017	1066.8595	1637.8164	web:50%	 pipe ors  line  arm  system  size
532	836	317	0.064	57.158	0.431	695.123	1238.3612	wiki:97%	\n \n\n :\n\n  \n )\n "\n
533	1085	316	0.064	57.222	0.024	1021.2852	1668.1844	pile:36%	lime J  Blender ast a light
534	1415	315	0.064	57.287	0.399	774.8799	1333.8682	web:52%	 but  But  so  because  So But
535	1677	315	0.064	57.351	0.039	855.0869	1232.8876	wiki:54%	 generated  used  bordered  formed  written  associated
536	245	314	0.064	57.414	0.295	1240.8683	1881.9102	web:59%	 are  be  was  is  were  been
537	1043	314	0.064	57.478	0.213	960.9443	1637.3168	code:71%	 = ': ": ', ",  ==
538	1060	314	0.064	57.542	0.433	911.8154	1660.7994	pile:59%	 the  The The
539	1338	314	0.064	57.606	0.319	721.2407	1605.9769	wiki:28%	 of  to  with  from  by  on
540	1500	314	0.064	57.67	0.039	692.7734	1164.8654	wiki:75%	 Union  States  Armenia  War  Canada  Republic
541	81	313	0.064	57.734	0.067	650.1309	952.1778	code:100%	 datetime .exceptions .models .msg  itertools  functools
542	901	313	0.064	57.797	0.074	1087.0122	1580.1593	wiki:70%	 national  foreign  human  international  religious  global
543	1513	313	0.064	57.861	0.054	848.9141	1406.0254	code:41%	 file  class  functions  files  data  object
544	427	312	0.063	57.924	1.0	1209.4337	2306.0486	math:34%	-
545	1283	312	0.063	57.988	0.026	1045.8213	1537.6583	code:85%	 model  configuration  client  command  user  class
546	1767	312	0.063	58.051	0.064	957.4595	1462.3105	math:57%	 it  work  them  used  works  up
547	88	311	0.063	58.115	0.033	1158.2509	1789.9193	pile:73%	 upper  lower  lateral  forced  primary scopic
548	226	311	0.063	58.178	0.265	414.4785	606.3809	code:100%	\n  -*-\n \n\n  -*-\n\n .\n\n />.\n\n
549	513	311	0.063	58.241	0.489	845.9873	1536.1652	code:91%	 ' (' ='  '/  [' ('../
550	1086	311	0.063	58.304	0.798	976.579	1608.2372	math:81%	 in In  In \xa0in
551	1718	311	0.063	58.368	0.093	904.9893	1617.3438	wiki:87%	 species aceae  order idae  plants  genus
552	1217	310	0.063	58.431	0.064	995.8038	1690.416	wiki:38%	0 7 5 8 50 60
553	1562	310	0.063	58.494	0.354	1035.6562	2094.3164	web:57%	.\n \n\n .\n\n \n ?\n :\n\n
554	1644	310	0.063	58.557	0.17	765.5956	1458.5223	code:98%	 + ':  %  = , ',
555	1934	310	0.063	58.62	0.053	811.417	1502.6045	wiki:81%	ine  group ium  acid ides amide
556	166	309	0.063	58.683	0.259	580.7891	1065.8866	math:33%	 there There  There there
557	664	309	0.063	58.746	0.635	474.457	813.9971	code:100%	\n  *\n  _\n
558	934	309	0.063	58.808	0.932	904.5499	1480.415	wiki:65%	 in In  Within in
559	1069	309	0.063	58.871	0.028	606.8184	1231.1268	code:97%	 name .name _id .id  result _name
560	1471	309	0.063	58.934	0.177	865.7749	1506.2349	math:74%	 of Is  is .  to  by
561	1937	308	0.063	58.997	0.888	769.1347	1276.0363	math:89%	. $.
562	152	307	0.062	59.059	0.878	1069.7559	1665.5272	web:36%	 to  To to —to  than
